,region,location,location_link,name,link,rating,rating_num,latitude,longitude,cooking,service,price_quality,environment,excellence_cert,address,price,families,couples,alone,business,friends,mar_may,jun_aug,sep_nov,dec_feb,excellent,very_good,good,bad,very_bad,Italian,first_foreign_new,second_foreign_new,excellent_p,very_good_p,good_p,bad_p,very_p,families_p,couples_p,alone_p,business_p,friends_p,mar_may_p,jun_aug_p,sep_nov_p,dec_feb_p
72,Leuven,Leuven_Flemish_Brabant_Province,https://www.tripadvisor.it/Restaurants-g188669-Leuven_Flemish_Brabant_Province.html,"_x000D_
Donki_x000D_
",/Restaurant_Review-g188669-d4139523-Reviews-Donki-Leuven_Flemish_Brabant_Province.html,4,162,50.878456,4.699786,4.5,4,4,3.5,1,"Indirizzo:_x000D_
 Oude Markt 48, Leuven 3000, Belgio _x000D_
_x000D_
",€,17,44,22,4,57,46,48,44,24,65,64,22,8,3,NA,NA,NA,0.401234567901235,0.395061728395062,0.135802469135802,0.0493827160493827,0.0185185185185185,0.104938271604938,0.271604938271605,0.135802469135802,0.0246913580246914,0.351851851851852,0.283950617283951,0.296296296296296,0.271604938271605,0.148148148148148
189,Leuven,Leuven_Flemish_Brabant_Province,https://www.tripadvisor.it/Restaurants-g188669-Leuven_Flemish_Brabant_Province.html,"_x000D_
Quo Vadis_x000D_
",/Restaurant_Review-g188669-d1094939-Reviews-Quo_Vadis-Leuven_Flemish_Brabant_Province.html,3.5,85,50.87812,4.70256,3.5,3.5,3,3.5,0,"Indirizzo:_x000D_
 Muntstraat 11, Leuven 3000, Belgio _x000D_
_x000D_
",€€ - €€€,16,20,2,3,28,20,30,13,22,10,36,26,9,4,NA,NA,NA,0.117647058823529,0.423529411764706,0.305882352941176,0.105882352941176,0.0470588235294118,0.188235294117647,0.235294117647059,0.0235294117647059,0.0352941176470588,0.329411764705882,0.235294117647059,0.352941176470588,0.152941176470588,0.258823529411765
372,Leuven,Leuven_Flemish_Brabant_Province,https://www.tripadvisor.it/Restaurants-g188669-Leuven_Flemish_Brabant_Province.html,"_x000D_
Stefnick_x000D_
",/Restaurant_Review-g188669-d15336447-Reviews-Stefnick-Leuven_Flemish_Brabant_Province.html,5,2,50.858582,4.69599,NA,NA,NA,NA,0,"Indirizzo:_x000D_
 Naamsesteenweg 341, Leuven, Belgio _x000D_
_x000D_
",€,0,0,1,0,1,0,0,2,0,2,0,0,0,0,NA,NA,NA,1,0,0,0,0,0,0,0.5,0,0.5,0,0,1,0
328,Leuven,Leuven_Flemish_Brabant_Province,https://www.tripadvisor.it/Restaurants-g188669-Leuven_Flemish_Brabant_Province.html,"_x000D_
De Vaart, Brasserie, Sport & Squashclub_x000D_
",/Restaurant_Review-g188669-d12872001-Reviews-De_Vaart_Brasserie_Sport_Squashclub-Leuven_Flemish_Brabant_Province.html,5,1,50.891529,4.7058,NA,NA,NA,NA,0,"Indirizzo:_x000D_
 Kolonel Begaultlaan 15, Leuven 3012, Belgio _x000D_
_x000D_
",€€ - €€€,0,0,0,0,1,0,0,1,0,1,0,0,0,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,1,0,0,1,0
199,Leuven,Leuven_Flemish_Brabant_Province,https://www.tripadvisor.it/Restaurants-g188669-Leuven_Flemish_Brabant_Province.html,"_x000D_
Lust for Lunch_x000D_
",/Restaurant_Review-g188669-d10118414-Reviews-Lust_for_Lunch-Leuven_Flemish_Brabant_Province.html,4.5,10,50.880112,4.70561,4.5,4,4.5,NA,0,"Indirizzo:_x000D_
 Vital Decosterstraat 20, Leuven 3000, Belgio _x000D_
_x000D_
",€,2,3,3,2,0,2,3,4,1,6,4,0,0,0,NA,NA,NA,0.6,0.4,0,0,0,0.2,0.3,0.3,0.2,0,0.2,0.3,0.4,0.1
174,Leuven,Leuven_Flemish_Brabant_Province,https://www.tripadvisor.it/Restaurants-g188669-Leuven_Flemish_Brabant_Province.html,"_x000D_
Cafe Commerce_x000D_
",/Restaurant_Review-g188669-d951764-Reviews-Cafe_Commerce-Leuven_Flemish_Brabant_Province.html,4,27,50.87796,4.70637,4,4.5,4,5,0,"Indirizzo:_x000D_
 Herbert Hooverplein 16, Leuven 3000, Belgio _x000D_
_x000D_
",€,1,6,2,1,12,6,4,7,10,11,12,3,0,1,NA,NA,NA,0.407407407407407,0.444444444444444,0.111111111111111,0,0.037037037037037,0.037037037037037,0.222222222222222,0.0740740740740741,0.037037037037037,0.444444444444444,0.222222222222222,0.148148148148148,0.259259259259259,0.37037037037037
16,Leuven,Leuven_Flemish_Brabant_Province,https://www.tripadvisor.it/Restaurants-g188669-Leuven_Flemish_Brabant_Province.html,"_x000D_
Tokio Sushibar_x000D_
",/Restaurant_Review-g188669-d7617564-Reviews-Tokio_Sushibar-Leuven_Flemish_Brabant_Province.html,4.5,128,50.87822,4.70837,4.5,4,4.5,NA,1,"Indirizzo:_x000D_
 Ravenstraat 19, Leuven 3000, Belgio _x000D_
_x000D_
",€€ - €€€,20,27,19,8,39,38,41,24,25,80,37,6,4,1,NA,NA,NA,0.625,0.2890625,0.046875,0.03125,0.0078125,0.15625,0.2109375,0.1484375,0.0625,0.3046875,0.296875,0.3203125,0.1875,0.1953125
105,Leuven,Leuven_Flemish_Brabant_Province,https://www.tripadvisor.it/Restaurants-g188669-Leuven_Flemish_Brabant_Province.html,"_x000D_
Timory_x000D_
",/Restaurant_Review-g188669-d815146-Reviews-Timory-Leuven_Flemish_Brabant_Province.html,4,105,50.880501,4.69677,4,4,4,3.5,0,"Indirizzo:_x000D_
 Brusselsestraat 76, Leuven 3000, Belgio _x000D_
_x000D_
",€€ - €€€,15,27,5,6,27,30,21,27,27,26,57,11,10,1,NA,NA,NA,0.247619047619048,0.542857142857143,0.104761904761905,0.0952380952380952,0.00952380952380952,0.142857142857143,0.257142857142857,0.0476190476190476,0.0571428571428571,0.257142857142857,0.285714285714286,0.2,0.257142857142857,0.257142857142857
373,Leuven,Leuven_Flemish_Brabant_Province,https://www.tripadvisor.it/Restaurants-g188669-Leuven_Flemish_Brabant_Province.html,"_x000D_
Cafe Mezzanine_x000D_
",/Restaurant_Review-g188669-d7809311-Reviews-Cafe_Mezzanine-Leuven_Flemish_Brabant_Province.html,3,66,50.880188,4.700395,3.5,3,3.5,NA,0,"Indirizzo:_x000D_
 Mathieu de Layensplein 9-11, Leuven 3000, Belgio _x000D_
_x000D_
",€€ - €€€,15,17,6,1,24,20,14,18,14,11,20,5,5,25,NA,NA,NA,0.166666666666667,0.303030303030303,0.0757575757575758,0.0757575757575758,0.378787878787879,0.227272727272727,0.257575757575758,0.0909090909090909,0.0151515151515152,0.363636363636364,0.303030303030303,0.212121212121212,0.272727272727273,0.212121212121212
159,Leuven,Leuven_Flemish_Brabant_Province,https://www.tripadvisor.it/Restaurants-g188669-Leuven_Flemish_Brabant_Province.html,"_x000D_
Krua Thai_x000D_
",/Restaurant_Review-g188669-d815150-Reviews-Krua_Thai-Leuven_Flemish_Brabant_Province.html,4,114,50.880348,4.697124,4,3.5,4,3.5,0,"Indirizzo:_x000D_
 Brusselsestraat 64, Leuven 3000, Belgio _x000D_
_x000D_
",€€ - €€€,25,24,4,6,38,31,26,28,29,27,57,14,8,8,NA,NA,NA,0.236842105263158,0.5,0.12280701754386,0.0701754385964912,0.0701754385964912,0.219298245614035,0.210526315789474,0.0350877192982456,0.0526315789473684,0.333333333333333,0.271929824561404,0.228070175438596,0.245614035087719,0.254385964912281
239,Leuven,Leuven_Flemish_Brabant_Province,https://www.tripadvisor.it/Restaurants-g188669-Leuven_Flemish_Brabant_Province.html,"_x000D_
Los Flamencos_x000D_
",/Restaurant_Review-g188669-d896711-Reviews-Los_Flamencos-Leuven_Flemish_Brabant_Province.html,3.5,60,50.877682,4.70062,3.5,4,3.5,3.5,0,"Indirizzo:_x000D_
 Naamsestraat 19, Leuven 3000, Belgio _x000D_
_x000D_
",€€ - €€€,9,13,2,2,21,18,15,13,14,14,22,13,6,5,NA,NA,NA,0.233333333333333,0.366666666666667,0.216666666666667,0.1,0.0833333333333333,0.15,0.216666666666667,0.0333333333333333,0.0333333333333333,0.35,0.3,0.25,0.216666666666667,0.233333333333333
229,Leuven,Leuven_Flemish_Brabant_Province,https://www.tripadvisor.it/Restaurants-g188669-Leuven_Flemish_Brabant_Province.html,"_x000D_
Turquoise_x000D_
",/Restaurant_Review-g188669-d1563782-Reviews-Turquoise-Leuven_Flemish_Brabant_Province.html,3.5,116,50.868832,4.69917,4,3.5,3.5,3,0,"Indirizzo:_x000D_
 Naamsevest 6, Leuven 3000, Belgio _x000D_
_x000D_
",€€ - €€€,28,29,1,7,44,31,12,35,38,39,36,10,11,20,NA,NA,NA,0.336206896551724,0.310344827586207,0.0862068965517241,0.0948275862068965,0.172413793103448,0.241379310344828,0.25,0.00862068965517241,0.0603448275862069,0.379310344827586,0.267241379310345,0.103448275862069,0.301724137931034,0.327586206896552
380,Leuven,Leuven_Flemish_Brabant_Province,https://www.tripadvisor.it/Restaurants-g188669-Leuven_Flemish_Brabant_Province.html,"_x000D_
Pizza Riva_x000D_
",/Restaurant_Review-g188669-d782757-Reviews-Pizza_Riva-Leuven_Flemish_Brabant_Province.html,2,6,50.877991,4.71162,NA,NA,NA,NA,0,"Indirizzo:_x000D_
 Maria-Theresiastraat 62, Leuven 3000, Belgio _x000D_
_x000D_
",€,0,0,0,0,3,2,2,1,1,0,1,0,2,3,NA,NA,NA,0,0.166666666666667,0,0.333333333333333,0.5,0,0,0,0,0.5,0.333333333333333,0.333333333333333,0.166666666666667,0.166666666666667
342,Leuven,Leuven_Flemish_Brabant_Province,https://www.tripadvisor.it/Restaurants-g188669-Leuven_Flemish_Brabant_Province.html,"_x000D_
Eethuis Anatolia_x000D_
",/Restaurant_Review-g188669-d5555098-Reviews-Eethuis_Anatolia-Leuven_Flemish_Brabant_Province.html,4,1,50.868851,4.69909,NA,NA,NA,NA,0,"Indirizzo:_x000D_
 Naamsevest 4, Leuven 3000, Belgio _x000D_
_x000D_
",NA,0,0,0,0,1,0,0,0,1,0,1,0,0,0,NA,NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,1
276,Leuven,Leuven_Flemish_Brabant_Province,https://www.tripadvisor.it/Restaurants-g188669-Leuven_Flemish_Brabant_Province.html,"_x000D_
Pizzissima_x000D_
",/Restaurant_Review-g188669-d12415784-Reviews-Pizzissima-Leuven_Flemish_Brabant_Province.html,5,4,50.876122,4.7077,NA,NA,NA,NA,0,"Indirizzo:_x000D_
 Tiensestraat 107, Leuven 3000, Belgio _x000D_
_x000D_
",NA,1,0,1,0,2,1,1,1,1,4,0,0,0,0,NA,NA,NA,1,0,0,0,0,0.25,0,0.25,0,0.5,0.25,0.25,0.25,0.25
106,Leuven,Leuven_Flemish_Brabant_Province,https://www.tripadvisor.it/Restaurants-g188669-Leuven_Flemish_Brabant_Province.html,"_x000D_
New Mexico_x000D_
",/Restaurant_Review-g188669-d929493-Reviews-New_Mexico-Leuven_Flemish_Brabant_Province.html,3.5,195,50.878052,4.70288,4,4,3.5,4,0,"Indirizzo:_x000D_
 Muntstraat 34, Leuven 3000, Belgio _x000D_
_x000D_
",€€ - €€€,40,64,2,7,59,37,58,68,32,53,77,35,16,14,NA,NA,NA,0.271794871794872,0.394871794871795,0.179487179487179,0.0820512820512821,0.0717948717948718,0.205128205128205,0.328205128205128,0.0102564102564103,0.0358974358974359,0.302564102564103,0.18974358974359,0.297435897435897,0.348717948717949,0.164102564102564
368,Leuven,Leuven_Flemish_Brabant_Province,https://www.tripadvisor.it/Restaurants-g188669-Leuven_Flemish_Brabant_Province.html,"_x000D_
Brunoase_x000D_
",/Restaurant_Review-g641779-d14991806-Reviews-Brunoase-Heverlee_Leuven_Flemish_Brabant_Province.html,2.5,2,50.86779,4.71095,NA,NA,NA,NA,0,"Indirizzo:_x000D_
 Philipssite 6, Heverlee, Leuven 3001, Belgio _x000D_
_x000D_
",NA,0,1,0,0,0,0,1,1,0,0,1,0,0,1,NA,NA,NA,0,0.5,0,0,0.5,0,0.5,0,0,0,0,0.5,0.5,0
309,Leuven,Leuven_Flemish_Brabant_Province,https://www.tripadvisor.it/Restaurants-g188669-Leuven_Flemish_Brabant_Province.html,"_x000D_
Dal Pesce Innamorato_x000D_
",/Restaurant_Review-g188669-d11704991-Reviews-Dal_Pesce_Innamorato-Leuven_Flemish_Brabant_Province.html,4.5,2,50.87711,4.70543,NA,NA,NA,NA,0,"Indirizzo:_x000D_
 Tiensestraat 71, Leuven 3000, Belgio _x000D_
_x000D_
",NA,0,1,0,0,1,0,1,1,0,1,1,0,0,0,NA,NA,NA,0.5,0.5,0,0,0,0,0.5,0,0,0.5,0,0.5,0.5,0
21,Leuven,Leuven_Flemish_Brabant_Province,https://www.tripadvisor.it/Restaurants-g188669-Leuven_Flemish_Brabant_Province.html,"_x000D_
Royal Indian Food_x000D_
",/Restaurant_Review-g188669-d7288601-Reviews-Royal_Indian_Food-Leuven_Flemish_Brabant_Province.html,5,118,50.877342,4.700513,5,5,5,3.5,1,"Indirizzo:_x000D_
 Naamsestraat 30 | Leuven Centrum, Leuven 3000, Belgio _x000D_
_x000D_
",€,10,25,32,3,42,28,30,29,31,98,16,3,0,1,NA,NA,NA,0.830508474576271,0.135593220338983,0.0254237288135593,0,0.00847457627118644,0.0847457627118644,0.211864406779661,0.271186440677966,0.0254237288135593,0.355932203389831,0.23728813559322,0.254237288135593,0.245762711864407,0.26271186440678
196,Leuven,Leuven_Flemish_Brabant_Province,https://www.tripadvisor.it/Restaurants-g188669-Leuven_Flemish_Brabant_Province.html,"_x000D_
Oude Kantien_x000D_
",/Restaurant_Review-g641779-d740852-Reviews-Oude_Kantien-Heverlee_Leuven_Flemish_Brabant_Province.html,3.5,113,50.861057,4.685856,3.5,3.5,3,4,0,"Indirizzo:_x000D_
 Kantineplein 3, Heverlee, Leuven 3001, Belgio _x000D_
_x000D_
",€€ - €€€,29,30,0,17,26,21,46,32,14,13,51,27,17,5,NA,NA,NA,0.115044247787611,0.451327433628319,0.238938053097345,0.150442477876106,0.0442477876106195,0.256637168141593,0.265486725663717,0,0.150442477876106,0.230088495575221,0.185840707964602,0.407079646017699,0.283185840707965,0.123893805309735
114,Leuven,Leuven_Flemish_Brabant_Province,https://www.tripadvisor.it/Restaurants-g188669-Leuven_Flemish_Brabant_Province.html,"_x000D_
L cafe_x000D_
",/Restaurant_Review-g188669-d4420286-Reviews-L_cafe-Leuven_Flemish_Brabant_Province.html,4.5,65,50.877983,4.699018,4.5,4.5,4.5,NA,0,"Indirizzo:_x000D_
 Oude Markt 37, Leuven 3000, Belgio _x000D_
_x000D_
",€,8,20,10,6,17,17,22,16,10,30,33,2,0,0,NA,NA,NA,0.461538461538462,0.507692307692308,0.0307692307692308,0,0,0.123076923076923,0.307692307692308,0.153846153846154,0.0923076923076923,0.261538461538462,0.261538461538462,0.338461538461538,0.246153846153846,0.153846153846154
128,Leuven,Leuven_Flemish_Brabant_Province,https://www.tripadvisor.it/Restaurants-g188669-Leuven_Flemish_Brabant_Province.html,"_x000D_
Cuore Italiano_x000D_
",/Restaurant_Review-g188669-d10838168-Reviews-Cuore_Italiano-Leuven_Flemish_Brabant_Province.html,4,84,50.880997,4.699517,4,4,3.5,NA,0,"Indirizzo:_x000D_
 Mechelsestraat 43, Leuven 3000, Belgio _x000D_
_x000D_
",€€ - €€€,25,24,4,1,27,16,23,25,20,40,24,6,9,5,NA,NA,NA,0.476190476190476,0.285714285714286,0.0714285714285714,0.107142857142857,0.0595238095238095,0.297619047619048,0.285714285714286,0.0476190476190476,0.0119047619047619,0.321428571428571,0.19047619047619,0.273809523809524,0.297619047619048,0.238095238095238
280,Leuven,Leuven_Flemish_Brabant_Province,https://www.tripadvisor.it/Restaurants-g188669-Leuven_Flemish_Brabant_Province.html,"_x000D_
Het Hoekske_x000D_
",/Restaurant_Review-g188669-d7828150-Reviews-Het_Hoekske-Leuven_Flemish_Brabant_Province.html,4,11,50.87719,4.70039,4,3.5,4,NA,0,"Indirizzo:_x000D_
 Naamsestraat 36, Leuven 3000, Belgio _x000D_
_x000D_
",€,1,3,1,0,5,6,2,2,1,5,3,1,1,1,NA,NA,NA,0.454545454545455,0.272727272727273,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.272727272727273,0.0909090909090909,0,0.454545454545455,0.545454545454545,0.181818181818182,0.181818181818182,0.0909090909090909
256,Leuven,Leuven_Flemish_Brabant_Province,https://www.tripadvisor.it/Restaurants-g188669-Leuven_Flemish_Brabant_Province.html,"_x000D_
Buonissima_x000D_
",/Restaurant_Review-g188669-d7315012-Reviews-Buonissima-Leuven_Flemish_Brabant_Province.html,4.5,9,50.87397,4.70915,NA,NA,NA,NA,0,"Indirizzo:_x000D_
 Brabanconnestraat 43, Leuven 3000, Belgio _x000D_
_x000D_
",€,2,1,2,0,1,2,2,3,2,7,1,0,0,1,NA,NA,NA,0.777777777777778,0.111111111111111,0,0,0.111111111111111,0.222222222222222,0.111111111111111,0.222222222222222,0,0.111111111111111,0.222222222222222,0.222222222222222,0.333333333333333,0.222222222222222
313,Leuven,Leuven_Flemish_Brabant_Province,https://www.tripadvisor.it/Restaurants-g188669-Leuven_Flemish_Brabant_Province.html,"_x000D_
So_x000D_
",/Restaurant_Review-g188669-d10047248-Reviews-So-Leuven_Flemish_Brabant_Province.html,5,2,50.877331,4.70562,NA,NA,NA,NA,0,"Indirizzo:_x000D_
 Herbert Hooverplein 4, Leuven 3000, Belgio _x000D_
_x000D_
",NA,0,1,0,0,1,1,0,1,0,2,0,0,0,0,NA,NA,NA,1,0,0,0,0,0,0.5,0,0,0.5,0.5,0,0.5,0
91,Leuven,Leuven_Flemish_Brabant_Province,https://www.tripadvisor.it/Restaurants-g188669-Leuven_Flemish_Brabant_Province.html,"_x000D_
Osteria Michele Leuven_x000D_
",/Restaurant_Review-g188669-d7377858-Reviews-Osteria_Michele_Leuven-Leuven_Flemish_Brabant_Province.html,3.5,427,50.878098,4.703608,4,4,3.5,4,0,"Indirizzo:_x000D_
 Tiensestraat 23, Leuven 3000, Belgio _x000D_
_x000D_
",€€ - €€€,68,186,7,20,118,103,115,121,88,138,141,66,55,27,NA,NA,NA,0.323185011709602,0.330210772833724,0.154566744730679,0.128805620608899,0.063231850117096,0.159250585480094,0.43559718969555,0.0163934426229508,0.0468384074941452,0.276346604215457,0.241217798594848,0.269320843091335,0.283372365339578,0.206088992974239
336,Leuven,Leuven_Flemish_Brabant_Province,https://www.tripadvisor.it/Restaurants-g188669-Leuven_Flemish_Brabant_Province.html,"_x000D_
T & Ko_x000D_
",/Restaurant_Review-g188669-d13478916-Reviews-T_Ko-Leuven_Flemish_Brabant_Province.html,3.5,2,50.877018,4.705267,NA,NA,NA,NA,0,"Indirizzo:_x000D_
 Tiensestraat 65, Leuven 3000, Belgio _x000D_
_x000D_
",€,0,1,1,0,0,0,0,0,2,0,1,1,0,0,NA,NA,NA,0,0.5,0.5,0,0,0,0.5,0.5,0,0,0,0,0,1
108,Leuven,Leuven_Flemish_Brabant_Province,https://www.tripadvisor.it/Restaurants-g188669-Leuven_Flemish_Brabant_Province.html,"_x000D_
notre dame quasimodo_x000D_
",/Restaurant_Review-g188669-d814152-Reviews-Notre_dame_quasimodo-Leuven_Flemish_Brabant_Province.html,3.5,596,50.878983,4.70077,3.5,3.5,3.5,3,0,"Indirizzo:_x000D_
 Grote Markt 11, Leuven 3000, Belgio _x000D_
_x000D_
",€€ - €€€,119,148,24,36,182,147,132,168,149,103,242,135,57,59,NA,NA,NA,0.172818791946309,0.406040268456376,0.226510067114094,0.0956375838926175,0.098993288590604,0.199664429530201,0.248322147651007,0.0402684563758389,0.0604026845637584,0.305369127516779,0.246644295302013,0.221476510067114,0.281879194630872,0.25
160,Leuven,Leuven_Flemish_Brabant_Province,https://www.tripadvisor.it/Restaurants-g188669-Leuven_Flemish_Brabant_Province.html,"_x000D_
Cafe Manger_x000D_
",/Restaurant_Review-g188669-d850538-Reviews-Cafe_Manger-Leuven_Flemish_Brabant_Province.html,4,41,50.87804,4.69941,4,4,4,4.5,0,"Indirizzo:_x000D_
 Oude Markt, Leuven, Belgio _x000D_
_x000D_
",€€ - €€€,3,16,2,3,10,10,11,9,11,13,19,6,2,1,NA,NA,NA,0.317073170731707,0.463414634146341,0.146341463414634,0.0487804878048781,0.024390243902439,0.0731707317073171,0.390243902439024,0.0487804878048781,0.0731707317073171,0.24390243902439,0.24390243902439,0.268292682926829,0.219512195121951,0.268292682926829
63,Leuven,Leuven_Flemish_Brabant_Province,https://www.tripadvisor.it/Restaurants-g188669-Leuven_Flemish_Brabant_Province.html,"_x000D_
The Loving Hut_x000D_
",/Restaurant_Review-g188669-d2444669-Reviews-The_Loving_Hut-Leuven_Flemish_Brabant_Province.html,4.5,129,50.877159,4.70524,4.5,4,4,4,0,"Indirizzo:_x000D_
 Tiensestraat 65, Leuven 3000, Belgio _x000D_
_x000D_
",€€ - €€€,11,38,14,5,42,28,35,27,39,73,41,8,5,2,NA,NA,NA,0.565891472868217,0.317829457364341,0.062015503875969,0.0387596899224806,0.0155038759689922,0.0852713178294574,0.294573643410853,0.108527131782946,0.0387596899224806,0.325581395348837,0.217054263565891,0.271317829457364,0.209302325581395,0.302325581395349
255,Leuven,Leuven_Flemish_Brabant_Province,https://www.tripadvisor.it/Restaurants-g188669-Leuven_Flemish_Brabant_Province.html,"_x000D_
Mister Bean_x000D_
",/Restaurant_Review-g188669-d7039234-Reviews-Mister_Bean-Leuven_Flemish_Brabant_Province.html,4,15,50.88419,4.717091,NA,NA,NA,NA,0,"Indirizzo:_x000D_
 Leuvensestraat 5, Leuven 3010, Belgio _x000D_
_x000D_
",€,2,3,3,0,7,3,1,6,5,4,6,4,0,1,NA,NA,NA,0.266666666666667,0.4,0.266666666666667,0,0.0666666666666667,0.133333333333333,0.2,0.2,0,0.466666666666667,0.2,0.0666666666666667,0.4,0.333333333333333
119,Leuven,Leuven_Flemish_Brabant_Province,https://www.tripadvisor.it/Restaurants-g188669-Leuven_Flemish_Brabant_Province.html,"_x000D_
De Bretoense Hoeve_x000D_
",/Restaurant_Review-g188669-d740911-Reviews-De_Bretoense_Hoeve-Leuven_Flemish_Brabant_Province.html,4,53,50.868919,4.73491,4,4.5,4,3.5,0,"Indirizzo:_x000D_
 Tiensesteenweg 342, Leuven 3000, Belgio _x000D_
_x000D_
",€€ - €€€,15,12,0,4,17,20,10,13,10,21,21,8,2,1,NA,NA,NA,0.39622641509434,0.39622641509434,0.150943396226415,0.0377358490566038,0.0188679245283019,0.283018867924528,0.226415094339623,0,0.0754716981132075,0.320754716981132,0.377358490566038,0.188679245283019,0.245283018867925,0.188679245283019
301,Leuven,Leuven_Flemish_Brabant_Province,https://www.tripadvisor.it/Restaurants-g188669-Leuven_Flemish_Brabant_Province.html,"_x000D_
Villa de Frit_x000D_
",/Restaurant_Review-g188669-d12909439-Reviews-Villa_de_Frit-Leuven_Flemish_Brabant_Province.html,4,5,50.87714,4.70549,NA,NA,NA,NA,0,"Indirizzo:_x000D_
 Herbert Hooverplein 1, Leuven 3000, Belgio _x000D_
_x000D_
",NA,1,1,0,0,2,0,3,2,0,3,1,0,0,1,NA,NA,NA,0.6,0.2,0,0,0.2,0.2,0.2,0,0,0.4,0,0.6,0.4,0
76,Leuven,Leuven_Flemish_Brabant_Province,https://www.tripadvisor.it/Restaurants-g188669-Leuven_Flemish_Brabant_Province.html,"_x000D_
Bistro Lust_x000D_
",/Restaurant_Review-g188669-d3524487-Reviews-Bistro_Lust-Leuven_Flemish_Brabant_Province.html,4,104,50.879406,4.697935,4.5,4,4,4,1,"Indirizzo:_x000D_
 Wieringstraat 14, Leuven 3000, Belgio _x000D_
_x000D_
",€€ - €€€,15,31,1,22,28,32,22,33,17,38,48,11,6,1,NA,NA,NA,0.365384615384615,0.461538461538462,0.105769230769231,0.0576923076923077,0.00961538461538462,0.144230769230769,0.298076923076923,0.00961538461538462,0.211538461538462,0.269230769230769,0.307692307692308,0.211538461538462,0.317307692307692,0.163461538461538
285,Leuven,Leuven_Flemish_Brabant_Province,https://www.tripadvisor.it/Restaurants-g188669-Leuven_Flemish_Brabant_Province.html,"_x000D_
Falafel Time_x000D_
",/Restaurant_Review-g188669-d12153681-Reviews-Falafel_Time-Leuven_Flemish_Brabant_Province.html,4.5,3,50.882229,4.71334,NA,NA,NA,NA,0,"Indirizzo:_x000D_
 Diestsestraat 259, Leuven 3000, Belgio _x000D_
_x000D_
",NA,0,0,3,0,0,0,0,0,3,2,1,0,0,0,NA,NA,NA,0.666666666666667,0.333333333333333,0,0,0,0,0,1,0,0,0,0,0,1
278,Leuven,Leuven_Flemish_Brabant_Province,https://www.tripadvisor.it/Restaurants-g188669-Leuven_Flemish_Brabant_Province.html,"_x000D_
Sushi All Day_x000D_
",/Restaurant_Review-g188669-d12099125-Reviews-Sushi_All_Day-Leuven_Flemish_Brabant_Province.html,4,7,50.877159,4.70406,NA,NA,NA,NA,0,"Indirizzo:_x000D_
 Alfons Smetsplein 9, Leuven 3000, Belgio _x000D_
_x000D_
",€€ - €€€,2,2,0,0,3,4,0,0,3,3,2,1,1,0,NA,NA,NA,0.428571428571429,0.285714285714286,0.142857142857143,0.142857142857143,0,0.285714285714286,0.285714285714286,0,0,0.428571428571429,0.571428571428571,0,0,0.428571428571429
